file_id	md5	size	urls	sample_id
342a36c1201625f97004d2dc5c12d90d	194cdafdf52eb41c64d83ecd5df4afcf	5097	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP643672_K80_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c752ec
342a36c1201625f97004d2dc5c1bb15e	a544c7788325d7ea3bff7cc98aa36402	6065	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP643672_K40_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c72b00
342a36c1201625f97004d2dc5c1abbcd	44d3ffddd89d03b2b91f842507818c52	7818	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP643672_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc5531b
342a36c1201625f97004d2dc5c1b2ba0	4a9f4ebafe525a1a3b06d2edb32183cf	6326	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP643672_K50_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c738e0
342a36c1201625f97004d2dc5c16056f	41dd4f1a637e62612d628aebcd31abcb	3620	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K60_BS1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10fb618c
342a36c1201625f97004d2dc5c17793f	65d29e222241f8bca1143f8fe0ec1e7a	1379	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K40_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10fb3dd0
342a36c1201625f97004d2dc5c200024	568011a3430298eef76e27ec85407125	1821	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K30_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10fb3529
342a36c1201625f97004d2dc5c19c714	b65bef00e1d4ab89b820666318180779	2657	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K80_BS1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10fb79ec
342a36c1201625f97004d2dc5c208e8d	87f81cb5962eed6e58e5a1bdf34496e5	1230	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K50_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10fb544e
342a36c1201625f97004d2dc5c1f5749	dac753bd30413305087255f324a03f62	3684	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP426527_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc47ef7
342a36c1201625f97004d2dc5c2148ac	67303e31fc378ddaf0707e7a3756c54e	1373	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K40_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10eed468
342a36c1201625f97004d2dc5c140e74	4dcbde2c1571b953393bb7dfc194177d	2339	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K30_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10eec2ad
342a36c1201625f97004d2dc5c173d64	42cee619fc347f9569049b0eb56f3393	2467	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc4b37b
342a36c1201625f97004d2dc5c1b78fd	8f707b4dfc8619560717c279ebbcb016	1667	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K20_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10ee9fec
342a36c1201625f97004d2dc5c17fc45	bbcde5e1a42019520b81724a10f67bb7	1917	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K50_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10eef0dc
342a36c1201625f97004d2dc5c1b627d	01b95adbf8dc31daf7b3bc1f3a305628	2331	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP642999_K60_BS1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10eefee8
342a36c1201625f97004d2dc5c04d608	f25f1481ed7af69a374d9e40f56f16d7	6159	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP804124_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc51bad
342a36c1201625f97004d2dc5c03e4ca	49db20112897bd56be53e94a3c8e79ef	5554	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP804124_K50_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1518acfd
342a36c1201625f97004d2dc5c00bd2a	e24998122f9ba0d6afb6effc2ab75caf	4308	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP804124_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15189184
342a36c1201625f97004d2dc5c117b9c	c4be2b55cbf27030fc80d43b9556a4e1	5407	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP804124_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1518a1ae
342a36c1201625f97004d2dc5c187ea3	3316f7548d87b7cf123763fbd802d1a4	2989	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP804124_K80_BS1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1518c8f6
342a36c1201625f97004d2dc5c1a1c76	fe17e38c856347e3985316b48ceda57b	2865	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K80_BS1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1518004e
342a36c1201625f97004d2dc5c17b9ef	e4d603b0f89887d26b36945eeac0efba	11206	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K40_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1517d105
342a36c1201625f97004d2dc5c16b38d	ac758887763600affe1a69f946990b9b	8751	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc5e5d6
342a36c1201625f97004d2dc5c1fc8fa	661f1b63ec5d1e42c0cf38645fa55db5	4235	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1517c039
342a36c1201625f97004d2dc5c1d5671	ca9a73f6069c8c8476d6235f94461f3f	4004	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K50_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1517e7b9
342a36c1201625f97004d2dc5c1cee00	6edfec9ad1220df0f84cef61d60ca65c	17034	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1517a1c4
342a36c1201625f97004d2dc5c148f9e	45fd32b43e2774e7dbaadd298589e3e5	7319	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP883575_K60_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2bca725
342a36c1201625f97004d2dc5c1a09c4	1d9f5d8a533b1ef31d036948db05a612	19247	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K40_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15555a8a
342a36c1201625f97004d2dc5c1e66c2	5cf50bdcb51cb21d66daa7040fa29311	27040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15554b83
342a36c1201625f97004d2dc5c19dc63	c93bf65d3374a1843430a82056eb37db	3145	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K80_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2ec0e1b
342a36c1201625f97004d2dc5c1b0a54	475f575a2f455a918560702979026339	20719	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K50_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c57ee8
342a36c1201625f97004d2dc5c147540	511008b5d10238784a3947811424f3a2	3802	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K70_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c5ae48
342a36c1201625f97004d2dc5c1ffd1e	aa13268783685fa1e783f8fbd27e20ab	13226	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15553710
342a36c1201625f97004d2dc5c1eb92e	be320c175ff11f252ce92991793d7fac	15966	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K130_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c5ca13
342a36c1201625f97004d2dc5c1bbd60	6b8c3058ca53d6b325b34525c4c2cd07	11131	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP247202_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc44a81
342a36c1201625f97004d2dc5c19f4f4	5a8ba94e82042ada0ce46eaa3484cdde	2365	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K90_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c9ca4f
342a36c1201625f97004d2dc5c0e6679	f22820850ede8e77c7dad3a3a445dd8b	8048	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K80_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c9b9c6
342a36c1201625f97004d2dc5c0431df	617c6b9210546781ee5f43b6f37f0949	3192	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K40_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c96105
342a36c1201625f97004d2dc5c06215e	7cfee594cdd9c495f30a7897cfe3ce57	1919	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K70_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c99edd
342a36c1201625f97004d2dc5c0bac86	1054c39a741763876d750d6a16110359	3473	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c155c7f03
342a36c1201625f97004d2dc5c01acd4	206b8c89de8f64b9e72353d9e2c21c67	8552	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K60_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c9842d
342a36c1201625f97004d2dc5c00f3c7	2b6180737f5de549cd2b84286acf9ce3	3512	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K50_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c97694
342a36c1201625f97004d2dc5c0a7b5e	d566d2295eb1ef1fae837d310dcbc028	3351	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c155c7168
342a36c1201625f97004d2dc5c0846a9	3110e2cf4356af0723ac589e156600e0	3070	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP581708_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc41634
342a36c1201625f97004d2dc5c1f076e	7ba12e7e7ae38c4d9459ae67d17fbc4f	2396	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K90_BS1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1529c65b
342a36c1201625f97004d2dc5c1a800c	bf4d0d054b0b5c9e9b12005814e647ee	3803	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc4d918
342a36c1201625f97004d2dc5c133afa	2ae87d4b7a0a8997f3ff8c10ddddd2f9	1659	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K60_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2be1647
342a36c1201625f97004d2dc5c18c64b	bc065e0f8a366f6f007fbc3fc872e748	1938	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15298c77
342a36c1201625f97004d2dc5c126e19	fd94027ecbbea720d6869ef5046facc9	4074	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K80_BS1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1529be36
342a36c1201625f97004d2dc5c1c010b	ad9a27650280ec6842d60158d6f1ac28	1647	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K40_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1529a507
342a36c1201625f97004d2dc5c1945d5	11a6fe68c2ad768f64feffc6cd38db4d	2914	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP837596_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15297d8e
342a36c1201625f97004d2dc5c0101f6	74f0a3b1c92c17b94b3872aefc46b90c	2799	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15515d7e
342a36c1201625f97004d2dc5c012251	0bab00586537c05261ef77aec4ee07ec	1681	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K50_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c46bc2
342a36c1201625f97004d2dc5c0bb147	84ab9f525a00f6fb9c256aa8df5abadb	2841	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc5bc9a
342a36c1201625f97004d2dc5c052ad7	f5c8a1fad1bc879b506cd44d1ae23914	2012	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K70_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c495ce
342a36c1201625f97004d2dc5c0d9b4c	bddec89242e05c8ff74a0a8a956079a5	2621	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K60_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c47d92
342a36c1201625f97004d2dc5c1cf38e	c281a8036331eae5aaad296a56f2aa2a	1970	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K80_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2ec0722
342a36c1201625f97004d2dc5c0deb5d	39e55308757450b3173f49e8dc21fdce	959	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c15516b7f
342a36c1201625f97004d2dc5c0a5c4f	b921ca27a5e5e4bd2861e3ce08697348	1372	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP392047_K40_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c45a96
342a36c1201625f97004d2dc5c1ce394	ef981ead627adfbab2ac547a9eeb7895	7409	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K30_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f34866
342a36c1201625f97004d2dc5c14a838	8c64a264f7595479805f12e5d1941db1	6476	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K120_BS1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f3d978
342a36c1201625f97004d2dc5c1c1bc5	bb3863c85707ab3f0e2a4e918a951c5b	7622	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K50_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f37292
342a36c1201625f97004d2dc5c19b5a9	57d81e2fdaadea81db653f64e980b8fd	4992	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K60_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f38249
342a36c1201625f97004d2dc5c1303ad	493aef1f9271d089dfd25e777f66b919	3162	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K70_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f38732
342a36c1201625f97004d2dc5c1d2846	d6088c7ed410e59e3bffd477d1e2294a	1674	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K80_BS1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f393b9
342a36c1201625f97004d2dc5c14db59	cdda1765e3fd358db1a87fe937e8cd1b	1374	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K20_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f33309
342a36c1201625f97004d2dc5c201f33	2e7fe2a2a15d1b412599c4163d6c6091	4045	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K40_MV1D.metagenome.bve.profile.txt	858ed4564f11795ec13dda4c10f36431
342a36c1201625f97004d2dc5c1e486f	d6e034b0f5131609a6d7a7903e78db2a	9105	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP824738_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc4c528
342a36c1201625f97004d2dc5c1c4143	3adc78d6430229c703ec9430011c2c47	1958	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc42116
342a36c1201625f97004d2dc5c14f92a	9442b00d5f572447b5786ae3a94894b2	1333	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c1550d6bc
342a36c1201625f97004d2dc5c1a55f7	b726d1868a64152a7a8b399fa3234cd8	3634	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K100_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c44eec
342a36c1201625f97004d2dc5c1a276d	1142afc91d702eabd24319b5f98541a9	2453	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K70_BS1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c43ca0
342a36c1201625f97004d2dc5c1d9474	a73aaab11edfeef68f6d91cccdcaff6b	2237	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K40_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c43412
342a36c1201625f97004d2dc5c1bcf33	570622e3203c8ee1f6e4f448a4960d31	1239	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP275797_K30_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c41a01
342a36c1201625f97004d2dc5c20d605	276845b6bfb99181269aca5325bcdd6f	2847	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c155a8986
342a36c1201625f97004d2dc5c1911f1	d7414fd65f96aacf7eaafeeee8c2090e	3609	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c155aa12d
342a36c1201625f97004d2dc5c162f95	5d64816e96bcaa34b0328f50298dbe83	4463	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K50_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c83ac3
342a36c1201625f97004d2dc5c1e320b	9f3e68332bbf29e38a34f619d8eac31a	3490	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K60_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c84b90
342a36c1201625f97004d2dc5c1cc777	16cb44d705127e3d51100f47337f8ee8	3143	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc4927a
342a36c1201625f97004d2dc5c1bbaa9	b0b9f8e6c596ce922cfa228d68d053dc	2846	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP926575_K40_MV1D.metagenome.bve.profile.txt	e50d0c183689e4053ccb35f8b2c833d0
342a36c1201625f97004d2dc5c17c205	b1effa38341171355c8fafccdca7a293	3713	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c152ec051
342a36c1201625f97004d2dc5c1c64a8	61d821aa2793695124de5e80f818fb00	5446	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K40_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c152eeef2
342a36c1201625f97004d2dc5c14d0c8	2f3d6dc86e481ceee0408098d9b25199	3526	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c152edbfc
342a36c1201625f97004d2dc5c203cc6	fe83173cfdcb9be8a00c109bda4feaf0	2508	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K10_MV1D.metagenome.bve.profile.txt	88af6472fb03642dd5eaf8cddcc511e4
342a36c1201625f97004d2dc5c1f289b	9d46603ca7f676b8f6c5db0968fa929e	2636	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K100_BS1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c152f215b
342a36c1201625f97004d2dc5c1f1650	5447e7bba9cb9c77bc46dbb16b054fff	4410	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP101628_K50_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c152ef6dd
342a36c1201625f97004d2dc5c12a93d	ccac227314eb4eb28febb0580e43231d	6527	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP237361_K30_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c153b53eb
342a36c1201625f97004d2dc5c20e585	60c55190690d93fe26effa8e38681324	655	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/wgs/analysis/hmscp/EP237361_K20_MV1D.metagenome.bve.profile.txt	8938ac880f194a32bc6b736c153b4ed2
